2025-04-22 16:44:20,524 - INFO - Base de données initialisée avec succès
2025-04-22 16:44:25,534 - INFO - Modèle chargé avec succès
2025-04-22 16:44:39,425 - INFO - Base de données initialisée avec succès
2025-04-22 16:44:39,429 - INFO - Modèle chargé avec succès
2025-04-22 16:44:39,450 - INFO - Utilisateur authentifié: salma
2025-04-22 16:44:39,551 - INFO - Base de données initialisée avec succès
2025-04-22 16:44:39,554 - INFO - Modèle chargé avec succès
2025-04-22 16:44:44,984 - INFO - Base de données initialisée avec succès
2025-04-22 16:44:44,990 - INFO - Modèle chargé avec succès
2025-04-22 16:44:47,612 - INFO - Base de données initialisée avec succès
2025-04-22 16:44:47,619 - INFO - Modèle chargé avec succès
2025-04-22 16:44:47,819 - INFO - Nouvelle analyse enregistrée pour l'utilisateur 2
2025-04-22 16:44:47,837 - ERROR - Erreur lors de l'analyse individuelle: Error opening 'assets/result.jpg'
2025-04-22 16:44:53,617 - INFO - Base de données initialisée avec succès
2025-04-22 16:44:53,620 - INFO - Modèle chargé avec succès
2025-04-22 16:44:53,666 - INFO - Récupération de 2 analyses pour l'utilisateur 2
2025-04-22 16:45:01,766 - INFO - Base de données initialisée avec succès
2025-04-22 16:45:01,771 - INFO - Modèle chargé avec succès
2025-04-22 16:45:10,595 - INFO - Base de données initialisée avec succès
2025-04-22 16:45:10,601 - INFO - Modèle chargé avec succès
2025-04-22 16:45:32,810 - INFO - Base de données initialisée avec succès
2025-04-22 16:45:32,816 - INFO - Modèle chargé avec succès
2025-04-22 16:45:35,763 - INFO - Base de données initialisée avec succès
2025-04-22 16:45:35,767 - INFO - Modèle chargé avec succès
2025-04-22 16:45:35,946 - INFO - Nouvelle analyse enregistrée pour l'utilisateur 2
2025-04-22 16:45:35,956 - ERROR - Erreur lors de l'analyse individuelle: Error opening 'assets/result.jpg'
2025-04-22 16:46:44,079 - INFO - Base de données initialisée avec succès
2025-04-22 16:46:47,000 - INFO - Modèle chargé avec succès
2025-04-22 16:47:01,202 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:01,209 - INFO - Modèle chargé avec succès
2025-04-22 16:47:01,261 - INFO - Utilisateur authentifié: salma
2025-04-22 16:47:01,442 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:01,445 - INFO - Modèle chargé avec succès
2025-04-22 16:47:07,315 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:07,319 - INFO - Modèle chargé avec succès
2025-04-22 16:47:10,981 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:10,988 - INFO - Modèle chargé avec succès
2025-04-22 16:47:11,137 - INFO - Nouvelle analyse enregistrée pour l'utilisateur 2
2025-04-22 16:47:30,575 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:30,577 - INFO - Modèle chargé avec succès
2025-04-22 16:47:33,834 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:33,840 - INFO - Modèle chargé avec succès
2025-04-22 16:47:33,903 - INFO - Récupération de 4 analyses pour l'utilisateur 2
2025-04-22 16:47:36,035 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:36,042 - INFO - Modèle chargé avec succès
2025-04-22 16:47:41,137 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:41,141 - INFO - Modèle chargé avec succès
2025-04-22 16:47:52,442 - INFO - Base de données initialisée avec succès
2025-04-22 16:47:52,446 - INFO - Modèle chargé avec succès
2025-04-22 16:59:12,348 - INFO - Base de données initialisée avec succès
2025-04-22 16:59:15,190 - INFO - Modèle chargé avec succès
2025-04-22 16:59:27,635 - INFO - Base de données initialisée avec succès
2025-04-22 16:59:27,639 - INFO - Modèle chargé avec succès
2025-04-22 16:59:27,683 - INFO - Utilisateur authentifié: salma
2025-04-22 16:59:27,839 - INFO - Base de données initialisée avec succès
2025-04-22 16:59:27,844 - INFO - Modèle chargé avec succès
2025-04-22 16:59:49,747 - INFO - Base de données initialisée avec succès
2025-04-22 16:59:49,752 - INFO - Modèle chargé avec succès
2025-04-22 17:00:00,734 - INFO - Base de données initialisée avec succès
2025-04-22 17:00:00,741 - INFO - Modèle chargé avec succès
2025-04-22 17:00:00,885 - INFO - Nouvelle analyse enregistrée pour l'utilisateur 2
2025-04-22 17:02:46,223 - INFO - Base de données initialisée avec succès
2025-04-22 17:02:50,446 - INFO - Modèle chargé avec succès
2025-04-22 17:03:03,697 - INFO - Base de données initialisée avec succès
2025-04-22 17:03:03,701 - INFO - Modèle chargé avec succès
2025-04-22 17:03:03,724 - INFO - Utilisateur authentifié: salma
2025-04-22 17:03:03,819 - INFO - Base de données initialisée avec succès
2025-04-22 17:03:03,823 - INFO - Modèle chargé avec succès
2025-04-22 17:14:09,469 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:13,642 - INFO - Modèle chargé avec succès
2025-04-22 17:14:27,446 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:27,454 - INFO - Modèle chargé avec succès
2025-04-22 17:14:27,523 - INFO - Utilisateur authentifié: salma
2025-04-22 17:14:27,674 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:27,676 - INFO - Modèle chargé avec succès
2025-04-22 17:14:31,723 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:31,730 - INFO - Modèle chargé avec succès
2025-04-22 17:14:34,234 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:34,239 - INFO - Modèle chargé avec succès
2025-04-22 17:14:34,426 - INFO - Nouvelle analyse enregistrée pour l'utilisateur 2
2025-04-22 17:14:38,691 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:38,698 - INFO - Modèle chargé avec succès
2025-04-22 17:14:38,751 - INFO - Récupération de 6 analyses pour l'utilisateur 2
2025-04-22 17:14:44,651 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:44,654 - INFO - Modèle chargé avec succès
2025-04-22 17:14:47,821 - INFO - Base de données initialisée avec succès
2025-04-22 17:14:47,824 - INFO - Modèle chargé avec succès
2025-04-22 17:23:23,065 - INFO - Base de données initialisée avec succès
2025-04-22 17:23:26,513 - INFO - Modèle chargé avec succès
2025-04-22 17:23:36,267 - INFO - Base de données initialisée avec succès
2025-04-22 17:23:36,269 - INFO - Modèle chargé avec succès
2025-04-22 17:23:36,288 - INFO - Utilisateur authentifié: salma
